wpcf-a570,wpcf-a195,wpcf-a572,post_type,lng,id,post_author,wpcf-a175,wpcf-a174,wpcf-a177,wpcf-a176,ibge,wpcf-a173,wpcf-a172,post_status,wpcf-a179,wpcf-a178,wpcf-a188,wpcf-a180,wpcf-a181,wpcf-a182,wpcf-a183,wpcf-a184,wpcf-a185,wpcf-a186,wpcf-a187,lat,wpcf-a569,comment_status,wpcf-a167,wpcf-a164,post_title,wpcf-a489,wpcf-a168,wpcf-a169
Tijucas do Sul,Não,14712,municipio,-49.1822439412764,,412760,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412760,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-25.9201804801753,PR,open,Sim,Integrado ao sistema estadual de ensino,Tijucas do Sul - PR,Não,Sim,Sim
Toledo,Não,120934,municipio,-53.7414114911568,,412770,Sim,Sim,Sim,Sim,412770,Sim,Sim,publish,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-24.732077,PR,open,Sim,Próprio,Toledo - PR,Não,Sim,Sim
Tomazina,Não,8704,municipio,-49.9551515410795,,412780,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412780,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-23.7790448563942,PR,open,Sim,Integrado ao sistema estadual de ensino,Tomazina - PR,Não,Não,Não
Três Barras do Paraná,Não,11825,municipio,-53.187498800546,,412785,Sim,Sim,Não,Sim,412785,Sim,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,-25.4194083194783,PR,open,Sim,Integrado ao sistema estadual de ensino,Três Barras do Paraná - PR,Sim,Sim,Sim
Tunas do Paraná,Não,6460,municipio,-49.0860587993652,,412788,Sim,Sim,Não,Sim,412788,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,-24.9723811901187,PR,open,Sim,Integrado ao sistema estadual de ensino,Tunas do Paraná - PR,Não,Sim,Sim
Tuneiras do Oeste,Sim,8671,municipio,-52.8745678467236,,412790,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412790,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-23.8640306292838,PR,open,Não,Integrado ao sistema estadual de ensino,Tuneiras do Oeste - PR,Não,Sim,Não
Tupãssi,Não,7996,municipio,-53.5144953148303,,412795,Sim,Sim,Não,Sim,412795,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-24.5798134088754,PR,open,Sim,Integrado ao sistema estadual de ensino,Tupãssi - PR,Não,Não,Não
Turvo,Não,13717,municipio,-51.5327643273371,,412796,Sim,Sim,Não,Sim,412796,Sim,Sim,publish,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-25.0401268031015,PR,open,Sim,Integrado ao sistema estadual de ensino,Turvo - PR,Não,Não,Sim
Ubiratã,Sim,21479,municipio,-52.9945060158456,,412800,Sim,Sim,Não,Sim,412800,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,-24.5410348849922,PR,open,Sim,Integrado ao sistema estadual de ensino,Ubiratã - PR,Sim,Sim,Não
Umuarama,Não,101443,municipio,-53.3084598047956,,412810,Sim,Sim,Sim,Sim,412810,Sim,Sim,publish,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-23.76395,PR,open,Sim,Integrado ao sistema estadual de ensino,Umuarama - PR,Não,Sim,Sim
União da Vitória,Sim,53059,municipio,-51.0906095229867,,412820,Sim,Sim,Não,Sim,412820,Sim,Sim,publish,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-26.2284345,PR,open,Sim,Integrado ao sistema estadual de ensino,União da Vitória - PR,Sim,Sim,Sim
Uniflor,Não,2474,municipio,-52.1600108240348,,412830,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412830,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-23.0860486572457,PR,open,Não,Integrado ao sistema estadual de ensino,Uniflor - PR,Não,Sim,Não
Uraí,Sim,11441,municipio,-50.7973651802287,,412840,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412840,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-23.2001591025263,PR,open,Sim,Integrado ao sistema estadual de ensino,Uraí - PR,Não,Não,Não
Wenceslau Braz,Não,19278,municipio,-49.80298478237,,412850,Sim,Sim,Sim,Sim,412850,Sim,Sim,publish,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-23.8704228528497,PR,open,Sim,Integrado ao sistema estadual de ensino,Wenceslau Braz - PR,Não,Não,Não
Ventania,Sim,10106,municipio,-50.2476172237288,,412853,Sim,Sim,Sim,Sim,412853,Sim,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-24.2441658559639,PR,open,Sim,Integrado ao sistema estadual de ensino,Ventania - PR,Não,Não,Não
Vera Cruz do Oeste,Não,8921,municipio,-53.8800300706254,,412855,Não,Sim,Não,Sim,412855,Não,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,-25.0631701890109,PR,open,Sim,Integrado ao sistema estadual de ensino,Vera Cruz do Oeste - PR,Sim,Sim,Sim
Verê,Sim,7814,municipio,-52.9085930798312,,412860,Sim,Sim,Sim,Sim,412860,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-25.8806316035548,PR,open,Não,Integrado ao sistema estadual de ensino,Verê - PR,Sim,Não,Não
Alto Paraíso,Sim,3162,municipio,-53.7328931507692,,412862,Não,Sim,Não,Não,412862,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-23.5081307379288,PR,open,Sim,Integrado ao sistema estadual de ensino,Alto Paraíso - PR,Não,Não,Não
Doutor Ulysses,Não,5706,municipio,-49.4197717989297,,412863,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412863,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-24.5678364522416,PR,open,Sim,Integrado ao sistema estadual de ensino,Doutor Ulysses - PR,Não,Sim,Sim
Virmond,Sim,3951,municipio,-52.2025433047369,,412865,Não aplicável,Não aplicável,Não aplicável,Não aplicável,412865,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-25.3787659851252,PR,open,Sim,Integrado ao sistema estadual de ensino,Virmond - PR,Sim,Sim,Sim
Vitorino,Sim,6531,municipio,-52.7770814458028,,412870,Sim,Sim,Não,Sim,412870,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-26.2643442873669,PR,open,Sim,Integrado ao sistema estadual de ensino,Vitorino - PR,Sim,Sim,Sim
Xambrê,Não,5975,municipio,-53.4869406945526,,412880,Sim,Sim,Sim,Sim,412880,Sim,Sim,publish,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,-23.7383943961389,PR,open,Sim,Integrado ao sistema estadual de ensino,Xambrê - PR,Não,Não,Sim
Abdon Batista,Não,2644,municipio,-51.0252722110367,,420005,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420005,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Não,Não,Sim,Não,Não,-27.6089871233363,SC,open,Não,Integrado ao sistema estadual de ensino,Abdon Batista - SC,Não,Não,Não
Abelardo Luz,Não,17151,municipio,-52.3364823833236,,420010,Sim,Sim,Sim,Sim,420010,Sim,Sim,publish,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,-26.5630310224446,SC,open,Não,Próprio,Abelardo Luz - SC,Não,Não,Não
Agrolândia,Não,9440,municipio,-49.8256533877284,,420020,Sim,Sim,Não,Sim,420020,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-27.4005165879985,SC,open,Sim,Próprio,Agrolândia - SC,Sim,Sim,Não
Agronômica,Não,4954,municipio,-49.7183688907554,,420030,Não,Sim,Sim,Não,420030,Sim,Sim,publish,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-27.2697161071454,SC,open,Sim,Próprio,Agronômica - SC,Não,Sim,Sim
Água Doce,Não,6971,municipio,-51.5590965552946,,420040,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420040,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-27.0040916588601,SC,open,Sim,Próprio,Água Doce - SC,Não,Sim,Sim
Águas de Chapecó,Não,6136,municipio,-52.9872510056855,,420050,Sim,Sim,Não,Sim,420050,Sim,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,-27.0762129124757,SC,open,Sim,Próprio,Águas de Chapecó - SC,Sim,Sim,Sim
Águas Frias,Não,2417,municipio,-52.8594194493505,,420055,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420055,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-26.8802275430245,SC,open,Sim,Próprio,Águas Frias - SC,Sim,Sim,Sim
Águas Mornas,Não,5618,municipio,-48.8405384028278,,420060,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420060,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-27.7065971917498,SC,open,Sim,Integrado ao sistema estadual de ensino,Águas Mornas - SC,Não,Não,Não
Alfredo Wagner,Não,9453,municipio,-49.3438123011528,,420070,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420070,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-27.7053963320374,SC,open,Sim,Próprio,Alfredo Wagner - SC,Não,Sim,Sim
Alto Bela Vista,Não,1998,municipio,-51.9110368540592,,420075,Sim,Sim,Não,Sim,420075,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-27.4311378753286,SC,open,Sim,Integrado ao sistema estadual de ensino,Alto Bela Vista - SC,Não,Sim,Sim
Anchieta,Sim,6323,municipio,-53.333270177229,,420080,Não,Sim,Não,Sim,420080,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-26.5356808606572,SC,open,Sim,Próprio,Anchieta - SC,Sim,Sim,Sim
Angelina,Não,5210,municipio,-48.9834760642254,,420090,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420090,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Sim,Sim,-27.582257352064,SC,open,Sim,Integrado ao sistema estadual de ensino,Angelina - SC,Não,Não,Sim
Anita Garibaldi,Sim,8497,municipio,-51.1311938712633,,420100,Sim,Sim,Não,Não,420100,Sim,Sim,publish,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,-27.6837772900554,SC,open,Não,Próprio,Anita Garibaldi - SC,Não,Sim,Sim
Anitápolis,Não,3213,municipio,-49.1315993662195,,420110,Sim,Sim,Sim,Sim,420110,Sim,Sim,publish,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,-27.9098868973331,SC,open,Não,Integrado ao sistema estadual de ensino,Anitápolis - SC,Sim,Não,Sim
Antônio Carlos,Não,7537,municipio,-48.7649600267553,,420120,Não,Sim,Não,Não,420120,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,-27.5133710516314,SC,open,Sim,Próprio,Antônio Carlos - SC,Não,Sim,Sim
Apiúna,Não,9683,municipio,-49.3916376287528,,420125,Sim,Sim,Sim,Sim,420125,Sim,Sim,publish,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,-27.041812598125,SC,open,Sim,Próprio,Apiúna - SC,Não,Sim,Sim
Arabutã,Não,4196,municipio,-52.1485992606982,,420127,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420127,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-27.1574036959429,SC,open,Sim,Próprio,Arabutã - SC,Não,Sim,Sim
Araquari,Não,25860,municipio,-48.6927074119294,,420130,Não,Sim,Não,Não,420130,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-26.3759515540741,SC,open,Sim,Próprio,Araquari - SC,Não,Sim,Sim
Araranguá,Não,61817,municipio,-49.480966523633,,420140,Sim,Sim,Não,Sim,420140,Sim,Sim,publish,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,-28.9357520142005,SC,open,Sim,Próprio,Araranguá - SC,Não,Sim,Sim
Armazém,Não,7821,municipio,-49.012911084774,,420150,Não,Sim,Não,Sim,420150,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,-28.2587054679168,SC,open,Sim,Integrado ao sistema estadual de ensino,Armazém - SC,Não,Sim,Não
Arroio Trinta,Não,3503,municipio,-51.3341239238805,,420160,Não,Sim,Não,Sim,420160,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-26.932564856681,SC,open,Não,Próprio,Arroio Trinta - SC,Não,Não,Sim
Arvoredo,Não,2257,municipio,-52.4577888411626,,420165,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420165,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-27.0735335581574,SC,open,Sim,Integrado ao sistema estadual de ensino,Arvoredo - SC,Não,Não,Sim
Ascurra,Não,7449,municipio,-49.3863634278063,,420170,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420170,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-26.954775842494,SC,open,Não,Próprio,Ascurra - SC,Não,Não,Não
Atalanta,Não,3291,municipio,-49.7794566741424,,420180,Sim,Sim,Não,Sim,420180,Sim,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,-27.4205360018406,SC,open,Sim,Próprio,Atalanta - SC,Não,Sim,Sim
Aurora,Não,5555,municipio,-49.6436279074818,,420190,Sim,Sim,Sim,Sim,420190,Sim,Sim,publish,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-27.2990294946104,SC,open,Não,Próprio,Aurora - SC,Não,Não,Sim
Balneário Arroio do Silva,Não,9858,municipio,-49.405702799137,,420195,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420195,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-28.9804024547593,SC,open,Não,Próprio,Balneário Arroio do Silva - SC,Não,Sim,Sim
Balneário Camboriú,Sim,110748,municipio,-48.6346174770265,,420200,Sim,Sim,Não,Sim,420200,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,-26.9918186052546,SC,open,Sim,Integrado ao sistema estadual de ensino,Balneário Camboriú - SC,Não,Sim,Sim
Balneário Barra do Sul,Não,8614,municipio,-48.6066458760074,,420205,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420205,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-26.4564295671177,SC,open,Sim,Próprio,Balneário Barra do Sul - SC,Não,Sim,Sim
Balneário Gaivota,Não,8448,municipio,-49.5908937823551,,420207,Sim,Sim,Sim,Sim,420207,Sim,Sim,publish,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,-29.1645212685343,SC,open,Não,Próprio,Balneário Gaivota - SC,Não,Sim,Sim
Bandeirante,Não,2886,municipio,-53.64104958659,,420208,Sim,Sim,Sim,Sim,420208,Sim,Sim,publish,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,-26.7689379013244,SC,open,Não,Próprio,Bandeirante - SC,Não,Sim,Sim
Barra Bonita,Sim,1860,municipio,-53.4413025406045,,420209,Sim,Sim,Sim,Sim,420209,Sim,Sim,publish,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,-26.6522935998562,SC,open,Não,Próprio,Barra Bonita - SC,Não,Não,Sim
Barra Velha,Não,22913,municipio,-48.683864274324,,420210,Sim,Sim,Não,Sim,420210,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,-26.6343614082893,SC,open,Sim,Próprio,Barra Velha - SC,Não,Sim,Sim
Bela Vista do Toldo,Não,6026,municipio,-50.4647882384698,,420213,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420213,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,-26.276228278338,SC,open,Não,Próprio,Bela Vista do Toldo - SC,Não,Não,Não
Belmonte,Não,2639,municipio,-53.5809772314809,,420215,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420215,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-26.8445863474828,SC,open,Não,Próprio,Belmonte - SC,Não,Sim,Sim
Benedito Novo,Não,10434,municipio,-49.3644027494089,,420220,Não,Sim,Não,Não,420220,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,-26.7775075690012,SC,open,Sim,Integrado ao sistema estadual de ensino,Benedito Novo - SC,Não,Sim,Sim
Biguaçu,Não,58984,municipio,-48.6544889289506,,420230,Sim,Sim,Sim,Sim,420230,Sim,Sim,publish,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,-27.49432274347,SC,open,Não,Próprio,Biguaçu - SC,Não,Não,Sim
Blumenau,Não,312635,municipio,-49.0576308843612,,420240,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420240,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-26.9161077053067,SC,open,Sim,Próprio,Blumenau - SC,Sim,Sim,Sim
Bocaina do Sul,Sim,3303,municipio,-49.9458979108069,,420243,Sim,Sim,Não,Sim,420243,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-27.7431983069377,SC,open,Sim,Próprio,Bocaina do Sul - SC,Sim,Sim,Sim
Bombinhas,Sim,14722,municipio,-48.5213451348448,,420245,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420245,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-27.1442546993321,SC,open,Sim,Próprio,Bombinhas - SC,Não,Sim,Sim
Bom Jardim da Serra,Não,4420,municipio,-49.6249777453381,,420250,Sim,Sim,Sim,Sim,420250,Sim,Sim,publish,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,-28.3379471909765,SC,open,Não,Próprio,Bom Jardim da Serra - SC,Não,Não,Não
Bom Jesus,Não,2563,municipio,-52.3930159598262,,420253,Sim,Sim,Sim,Sim,420253,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,-26.735923435578,SC,open,Não,Próprio,Bom Jesus - SC,Sim,Sim,Não
Bom Jesus do Oeste,Sim,2131,municipio,-53.0953502802337,,420257,Não,Sim,Não,Não,420257,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-26.6918115545937,SC,open,Sim,Próprio,Bom Jesus do Oeste - SC,Não,Sim,Não
Bom Retiro,Sim,9017,municipio,-49.4898337660812,,420260,Sim,Sim,Não,Não,420260,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,-27.7986710014261,SC,open,Sim,Integrado ao sistema estadual de ensino,Bom Retiro - SC,Não,Não,Não
Botuverá,Não,4527,municipio,-49.0784843619278,,420270,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420270,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-27.2021068611648,SC,open,Não,Integrado ao sistema estadual de ensino,Botuverá - SC,Não,Sim,Sim
Braço do Norte,Não,29351,municipio,-49.1645477089486,,420280,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420280,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Sim,Sim,-28.2800388673436,SC,open,Sim,Próprio,Braço do Norte - SC,Não,Sim,Não
Braço do Trombudo,Não,3478,municipio,-49.8909079359514,,420285,Sim,Sim,Não,Sim,420285,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,-27.3642513451248,SC,open,Sim,Próprio,Braço do Trombudo - SC,Não,Sim,Sim
Brunópolis,Não,2814,municipio,-50.8359207719507,,420287,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420287,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-27.318362150824,SC,open,Não,Próprio,Brunópolis - SC,Não,Não,Não
Brusque,Não,107764,municipio,-48.9151630055153,,420290,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420290,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-27.0983102262107,SC,open,Sim,Próprio,Brusque - SC,Não,Sim,Sim
Caçador,Não,71334,municipio,-51.0190347589981,,420300,Sim,Sim,Sim,Sim,420300,Sim,Sim,publish,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,-26.7753476727182,SC,open,Sim,Próprio,Caçador - SC,Não,Sim,Sim
Caibi,Não,6209,municipio,-53.2505271955837,,420310,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420310,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Sim,-27.073053932558,SC,open,Sim,Próprio,Caibi - SC,Não,Sim,Sim
Calmon,Não,3381,municipio,-51.0966349045981,,420315,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420315,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Sim,Sim,-26.6046771770733,SC,open,Sim,Integrado ao sistema estadual de ensino,Calmon - SC,Não,Não,Sim
Camboriú,Sim,63967,municipio,-48.6499958521006,,420320,Não aplicável,Não aplicável,Não aplicável,Não aplicável,420320,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Sim,-27.0264564992357,SC,open,Não,Próprio,Camboriú - SC,Sim,Não,Não
